9:54:17 AM,6/10/2026,260610-095140-182.bin,182,0,5.392,7.635,5.372,14.886,-0.02,0.87,737.8,0.18,0.46,145.9,180.8,118,0.09,183.6,2.8,0.29,2.9,,,186.5,54.4,7.05,-19,12.1,0
9:54:16 AM,6/10/2026,260610-095140-182.bin,182,0,5.354,7.578,5.332,14.766,-0.03,0.75,737.8,0.21,0.44,146,181.6,118,0.09,184.4,2.9,0.29,3,,,186.4,57,7.05,-19.1,12.1,0
9:54:15 AM,6/10/2026,260610-095140-182.bin,182,0,5.325,7.539,5.304,14.476,-0.01,0.89,737.8,0.22,0.53,146,182.7,119,0.09,185.6,2.9,0.29,3,,,186.4,59.9,7.06,-19.3,12.1,0
9:54:14 AM,6/10/2026,260610-095140-182.bin,182,0,5.277,7.496,5.275,14.555,0.01,0.99,737.8,0.23,0.56,146.1,182.3,119,0.09,185.2,2.9,0.29,3,,,186.5,63,7.06,-19.4,12.1,0
9:54:13 AM,6/10/2026,260610-095140-182.bin,182,0,5.232,7.43,5.228,14.898,0.04,0.78,737.8,0.25,0.54,146.3,181.3,118,0.09,184.1,2.9,0.3,3,,,186.5,65.9,7.06,-19.5,12.1,0
9:54:12 AM,6/10/2026,260610-095140-182.bin,182,0,5.227,7.404,5.21,15.017,0.01,0.7,737.8,0.21,0.52,146.4,180.9,118,0.09,183.7,3,0.3,3.1,,,186.7,68.6,7.06,-19.6,12.1,0
9:54:11 AM,6/10/2026,260610-095140-182.bin,182,0,5.207,7.375,5.19,15.026,0.03,0.85,737.8,0.21,0.57,146.4,180.8,118,0.09,183.6,3.1,0.31,3.1,,,186.8,71.3,7.06,-19.7,12.1,0
9:54:10 AM,6/10/2026,260610-095140-182.bin,182,0,5.165,7.332,5.16,15.035,0.11,0.86,737.9,0.22,0.56,146.3,180.6,117,0.09,183.4,3.1,0.32,3.2,,,186.8,74,7.07,-19.8,12.1,0
9:54:09 AM,6/10/2026,260610-095140-182.bin,182,0,5.137,7.29,5.13,15.105,0.09,1.35,737.8,0.25,0.6,146.4,180.5,117,0.09,183.2,3.2,0.32,3.3,,,186.9,76.7,7.07,-19.9,12.1,0
9:54:08 AM,6/10/2026,260610-095140-182.bin,182,0,5.088,7.195,5.063,15.169,0.04,1.44,737.9,0.29,0.61,146.5,180.4,117,0.09,183.1,3.3,0.33,3.4,,,186.8,79.5,7.07,-20,12.1,0
9:54:07 AM,6/10/2026,260610-095140-182.bin,182,0,5.06,7.189,5.059,15.195,0.05,0.94,737.9,0.28,0.53,146.6,180.4,117,0.09,183.1,3.3,0.33,3.4,,,186.7,82.4,7.07,-20.1,12.1,0
9:54:06 AM,6/10/2026,260610-095140-182.bin,182,0,5.071,7.188,5.058,15.226,0.05,0.91,737.9,0.25,0.54,146.6,180.3,117,0.09,183,3.3,0.34,3.4,,,186.8,85.6,7.07,-20.2,12.1,0
9:54:05 AM,6/10/2026,260610-095140-182.bin,182,0,5.029,7.127,5.016,15.234,0.05,0.91,737.8,0.28,0.59,146.5,180.1,117,0.09,182.8,3.4,0.34,3.5,,,186.9,89.2,7.08,-20.4,12.1,0
9:54:04 AM,6/10/2026,260610-095140-182.bin,182,0,4.976,7.057,4.966,15.293,0.05,0.95,737.8,0.29,0.67,146.6,180,117,0.09,182.6,3.5,0.35,3.6,,,186.8,93.1,7.08,-20.5,12.1,0
9:54:03 AM,6/10/2026,260610-095140-182.bin,182,0,4.947,7.019,4.939,15.355,0.08,1.05,737.8,0.26,0.71,147,180.2,117,0.09,182.9,3.5,0.35,3.6,,,187,97.1,7.08,-20.6,12.1,0
9:54:02 AM,6/10/2026,260610-095140-182.bin,182,0,4.926,6.974,4.908,15.416,0.07,1.13,737.8,0.25,0.68,147.3,180.3,117,0.09,183,3.6,0.36,3.7,,,187,101.2,7.08,-20.7,12.1,0
9:54:01 AM,6/10/2026,260610-095140-182.bin,182,0,4.89,6.945,4.887,15.494,0.07,1.03,737.9,0.26,0.62,147.5,180.2,117,0.09,182.8,3.6,0.36,3.7,,,187,105.8,7.08,-20.8,12.1,0
9:54:00 AM,6/10/2026,260610-095140-182.bin,182,0,4.846,6.881,4.843,15.627,0.11,0.93,737.8,0.29,0.6,147.5,179.7,117,0.09,182.3,3.7,0.37,3.8,,,187,110.8,7.08,-20.9,12.1,0
9:53:59 AM,6/10/2026,260610-095140-182.bin,182,0,4.846,6.86,4.828,15.713,0.07,1.04,737.9,0.27,0.62,147.7,179.5,117,0.09,182.1,3.8,0.37,3.9,,,187.2,116.3,7.09,-21.1,12.1,0
9:53:58 AM,6/10/2026,260610-095140-182.bin,182,0,4.815,6.8,4.786,15.765,0.04,1.11,737.9,0.26,0.67,147.8,179.4,117,0.09,182,3.8,0.38,3.9,,,187.2,122.5,7.09,-21.5,12.1,0
9:53:57 AM,6/10/2026,260610-095140-182.bin,182,0,4.755,6.751,4.751,15.811,0.04,1.01,737.9,0.26,0.7,147.8,179.3,117,0.08,181.9,3.9,0.39,4,,,187.1,124.9,7.1,-22,12.1,0
9:53:56 AM,6/10/2026,260610-095140-182.bin,182,0,4.716,6.696,4.713,15.884,0.06,0.96,737.8,0.26,0.69,147.8,178.9,116,0.08,181.5,4,0.4,4.1,,,187.2,134.8,7.11,-22.7,12.1,0
9:53:55 AM,6/10/2026,260610-095140-182.bin,182,0,4.707,6.657,4.685,15.924,0.09,0.93,737.9,0.3,0.68,147.5,178.4,116,0.08,181,4.1,0.41,4.2,,,187.2,148,7.13,-23.2,12.1,0
9:53:54 AM,6/10/2026,260610-095140-182.bin,182,0,4.663,6.581,4.632,16.002,0.1,0.96,737.8,0.34,0.67,147.3,177.9,116,0.08,180.4,4.2,0.41,4.3,,,187.2,167.1,7.13,-23.7,12.1,0
9:53:53 AM,6/10/2026,260610-095140-182.bin,182,0,4.6,6.526,4.593,16.151,0.11,1.14,737.8,0.34,0.69,147.6,177.5,115,0.08,180,4.2,0.42,4.4,,,187,171.8,7.14,-23.9,12.1,0
9:53:52 AM,6/10/2026,260610-095140-182.bin,182,0,4.555,6.466,4.551,16.324,0.09,1.46,737.9,0.32,0.73,147.8,177.2,115,0.08,179.6,4.3,0.42,4.5,,,186.9,175.6,7.14,-24.1,12.1,0
9:53:51 AM,6/10/2026,260610-095140-182.bin,182,0,4.543,6.421,4.52,16.473,0.07,1.91,737.8,0.36,0.78,147.8,176.5,115,0.08,178.9,4.4,0.43,4.5,,,186.9,178.6,7.14,-24.3,12.1,0
9:53:50 AM,6/10/2026,260610-095140-182.bin,182,0,4.501,6.393,4.5,16.528,0.1,1.92,737.8,0.44,0.84,148.1,176.6,115,0.08,179,4.5,0.44,4.6,,,186.9,181,7.15,-24.6,12.1,0
9:53:49 AM,6/10/2026,260610-095140-182.bin,182,0,4.484,6.345,4.466,16.593,0.1,1.71,737.8,0.47,0.89,148.7,177.1,115,0.08,179.5,4.6,0.45,4.7,,,186.9,182.9,7.15,-24.7,12.1,0
9:53:48 AM,6/10/2026,260610-095140-182.bin,182,0,4.467,6.299,4.434,16.692,0.12,1.75,737.8,0.5,0.93,149.5,177.6,115,0.08,180,4.7,0.46,4.8,,,187,184.7,7.15,-24.9,12.1,0
9:53:47 AM,6/10/2026,260610-095140-182.bin,182,0,4.398,6.245,4.396,16.706,0.15,1.88,737.8,0.48,0.96,149.7,177.9,116,0.08,180.3,4.8,0.47,4.9,,,186.9,186.3,7.16,-25,12.1,0
9:53:46 AM,6/10/2026,260610-095140-182.bin,182,0,4.359,6.197,4.362,16.715,0.17,2.1,737.9,0.46,0.97,149.8,178,116,0.08,180.4,4.9,0.47,5,,,186.7,187.9,7.16,-25.1,12.1,0
9:53:45 AM,6/10/2026,260610-095140-182.bin,182,0,4.367,6.177,4.348,16.795,0.14,1.95,737.8,0.46,0.94,150.2,178.1,116,0.08,180.5,4.9,0.48,5.1,,,186.7,189,7.16,-25.2,12.1,0
9:53:44 AM,6/10/2026,260610-095140-182.bin,182,0,4.337,6.109,4.3,16.938,0.11,1.63,737.8,0.44,0.92,150.7,178.1,116,0.08,180.4,5.1,0.49,5.2,,,186.6,190,7.16,-25.2,12.1,0
9:53:43 AM,6/10/2026,260610-095140-182.bin,182,0,4.247,6.035,4.248,17.184,0.12,1.68,737.8,0.42,0.96,150.9,177.4,115,0.08,179.7,5.2,0.49,5.3,,,186.4,191.2,7.16,-25.3,12.1,0
9:53:42 AM,6/10/2026,260610-095140-182.bin,182,0,4.235,6.004,4.227,17.438,0.16,1.92,737.9,0.42,0.94,151.1,176.4,115,0.08,178.6,5.3,0.5,5.4,,,186.6,192.4,7.16,-25.4,12.1,0
9:53:41 AM,6/10/2026,260610-095140-182.bin,182,0,4.227,5.971,4.203,17.725,0.21,2,737.8,0.42,0.9,151.4,175.8,114,0.08,177.9,5.4,0.52,5.6,,,186.7,193.6,7.16,-25.6,12.1,0
9:53:40 AM,6/10/2026,260610-095140-182.bin,182,0,4.194,5.925,4.171,17.716,0.22,1.86,737.9,0.46,0.9,151.7,176.2,115,0.08,178.4,5.6,0.53,5.8,,,186.8,195,7.17,-25.8,12.1,0
9:53:39 AM,6/10/2026,260610-095140-182.bin,182,0,4.142,5.88,4.14,17.624,0.21,1.9,737.9,0.48,0.9,152.1,177,115,0.08,179.2,5.8,0.55,5.9,,,186.9,196.6,7.17,-26,12.1,0
9:53:38 AM,6/10/2026,260610-095140-182.bin,182,0,4.102,5.812,4.091,17.61,0.19,2.37,737.8,0.48,0.95,152.7,177.9,116,0.08,180,5.9,0.57,6.1,,,187,198.7,7.17,-26.2,12.1,0
9:53:37 AM,6/10/2026,260610-095140-182.bin,182,0,4.077,5.759,4.055,17.637,0.18,2.68,737.8,0.46,1.03,153.4,178.5,116,0.08,180.7,6.1,0.58,6.3,,,187,200.6,7.18,-26.4,12.1,0
9:53:36 AM,6/10/2026,260610-095140-182.bin,182,0,4.037,5.737,4.039,17.748,0.21,2.86,737.7,0.47,1.09,153.8,178.4,116,0.08,180.6,6.3,0.6,6.5,,,187,202.4,7.18,-26.7,12.1,0
9:53:35 AM,6/10/2026,260610-095140-182.bin,182,0,4.019,5.702,4.015,18.078,0.33,2.87,737.8,0.51,1.01,154.2,177.7,115,0.08,179.7,6.6,0.62,6.8,,,187,203.9,7.19,-27.2,12.1,0
9:53:34 AM,6/10/2026,260610-095140-182.bin,182,0,3.986,5.637,3.969,18.339,0.35,3,737.8,0.48,0.95,154.4,176.9,115,0.08,178.9,6.8,0.64,7,,,187.1,205,7.21,-28.1,12.1,0
9:53:33 AM,6/10/2026,260610-095140-182.bin,182,0,3.943,5.568,3.92,18.454,0.32,3.03,737.8,0.47,0.95,154.6,176.6,115,0.08,178.6,7.1,0.66,7.3,,,187.1,206.3,7.21,-28.4,12.1,0
9:53:32 AM,6/10/2026,260610-095140-182.bin,182,0,3.903,5.541,3.902,18.557,0.38,2.9,737.8,0.46,0.93,154.7,176.4,115,0.08,178.4,7.4,0.69,7.6,,,187,207.4,7.22,-28.7,12.1,0
9:53:31 AM,6/10/2026,260610-095140-182.bin,182,0,3.9,5.506,3.877,18.616,0.44,3.27,737.8,0.46,0.96,154.9,176.3,115,0.08,178.3,7.6,0.71,7.8,,,187,208.5,7.22,-29.1,12.1,0
9:53:30 AM,6/10/2026,260610-095140-182.bin,182,0,3.846,5.431,3.824,18.692,0.45,3.32,737.8,0.52,1.03,155.3,176.5,115,0.08,178.4,7.9,0.74,8.2,,,186.9,209.5,7.23,-29.6,12.1,0
9:53:29 AM,6/10/2026,260610-095140-182.bin,182,0,3.772,5.357,3.772,18.817,0.49,3.22,737.8,0.53,1.02,155.8,176.6,115,0.08,178.4,8.3,0.77,8.5,,,186.9,210.3,7.24,-30.1,12.1,0
9:53:28 AM,6/10/2026,260610-095140-182.bin,182,0,3.772,5.335,3.757,19.072,0.66,3.29,737.9,0.53,0.99,156.4,176.4,115,0.08,178.2,8.7,0.8,8.9,,,186.9,210.9,7.25,-30.5,12.1,0
9:53:27 AM,6/10/2026,260610-095140-182.bin,182,0,3.747,5.271,3.712,19.2,0.82,3.69,737.9,0.54,0.99,157.1,176.6,115,0.08,178.4,9,0.83,9.3,,,186.8,211.2,7.25,-30.9,12.1,0
9:53:26 AM,6/10/2026,260610-095140-182.bin,182,0,3.679,5.221,3.677,19.325,0.81,4.39,737.8,0.51,0.98,157.5,176.6,115,0.08,178.4,9.4,0.86,9.7,,,186.8,211.5,7.26,-31.2,12.1,0
9:53:25 AM,6/10/2026,260610-095140-182.bin,182,0,3.635,5.153,3.629,19.571,0.86,4.58,737.9,0.51,1.04,157.8,176,114,0.08,177.6,9.9,0.9,10.1,,,186.7,211.9,7.27,-31.6,12.1,0
9:53:24 AM,6/10/2026,260610-095140-182.bin,182,0,3.633,5.131,3.613,19.673,0.99,4.74,737.8,0.55,1.08,157.9,175.7,114,0.08,177.4,10.5,0.96,10.8,,,186.7,212.3,7.27,-32,12.1,0
9:53:23 AM,6/10/2026,260610-095140-182.bin,182,0,3.605,5.096,3.589,19.7,1.13,5.41,737.8,0.52,1.12,158.3,176.1,114,0.08,177.7,11,1,11.3,,,186.8,212.6,7.28,-32.4,12.1,0
9:53:22 AM,6/10/2026,260610-095140-182.bin,182,0,3.56,5.046,3.554,19.834,1.43,6.07,737.9,0.52,1.21,158.9,176.3,115,0.08,178,11.5,1.04,11.8,,,186.8,212.6,7.29,-33.1,12.1,0
9:53:21 AM,6/10/2026,260610-095140-182.bin,182,0,3.512,4.973,3.503,20.159,1.65,6.97,737.9,0.59,1.25,160,176,114,0.08,177.5,12,1.09,12.4,,,186.9,212.4,7.31,-33.9,12.1,0
9:53:20 AM,6/10/2026,260610-095140-182.bin,182,0,3.492,4.917,3.463,20.588,1.72,8.02,737.9,0.6,1.29,160.7,175.5,114,0.08,176.9,12.6,1.13,13,,,186.9,211.6,7.32,-34.9,12.1,0
9:53:19 AM,6/10/2026,260610-095140-182.bin,182,0,3.45,4.858,3.422,20.777,1.89,9.41,737.9,0.59,1.37,161.4,175.5,114,0.08,176.9,13.1,1.17,13.4,,,187,210.9,7.33,-35.5,12.1,0
9:53:18 AM,6/10/2026,260610-095140-182.bin,182,0,3.393,4.812,3.39,20.869,2.14,7.41,737.9,0.63,1.3,161.5,175.3,114,0.08,176.6,13.7,1.22,14.1,,,186.9,210.7,7.34,-35.9,12.1,0
9:53:17 AM,6/10/2026,260610-095140-182.bin,182,0,3.354,4.752,3.347,20.894,1.23,3.52,737.9,0.56,1.19,161.6,175.4,114,0.08,176.7,14.3,1.28,14.7,,,186.9,210.7,7.35,-36.3,12.1,0
9:53:16 AM,6/10/2026,260610-095140-182.bin,182,0,3.322,4.698,3.31,20.894,0.21,2.47,737.9,0.46,1.09,161.8,175.6,114,0.08,176.9,15.1,1.34,15.5,,,187,210.6,7.35,-36.7,12.1,0
9:53:15 AM,6/10/2026,260610-095140-182.bin,182,0,3.301,4.675,3.293,20.976,0.2,2.31,737.8,0.43,1.07,162,175.5,114,0.08,176.8,15.9,1.41,16.3,,,187,210.5,7.36,-37.1,12.1,0
9:53:14 AM,6/10/2026,260610-095140-182.bin,182,0,3.279,4.616,3.252,21.189,0.12,2.76,737.9,0.4,1.26,162.7,175.4,114,0.08,176.6,17.1,1.51,17.6,,,187.1,210.4,7.37,-37.6,12.1,0
9:53:13 AM,6/10/2026,260610-095140-182.bin,182,0,3.226,4.561,3.213,21.444,0.1,3.37,737.8,0.48,1.37,163.3,175.2,114,0.08,176.3,18.5,1.63,19,,,187.4,210.3,7.38,-38.1,12.1,0
9:53:12 AM,6/10/2026,260610-095140-182.bin,182,0,3.171,4.489,3.163,21.481,0.15,3.07,737.9,0.57,1.19,163.5,175.3,114,0.08,176.4,20.2,1.78,20.8,,,187.5,210.2,7.39,-38.6,12.1,0
9:53:11 AM,6/10/2026,260610-095140-182.bin,182,0,3.152,4.463,3.144,21.488,0.16,2.64,737.9,0.53,1.24,164,175.7,114,0.08,176.9,21.8,1.93,22.4,,,187.6,210.2,7.39,-39.1,12.1,0
9:53:10 AM,6/10/2026,260610-095140-182.bin,182,0,3.123,4.399,3.099,21.556,0.18,2.59,737.9,0.51,1.57,164.4,176,114,0.08,177.1,23.8,2.1,24.5,,,187.5,210.2,7.4,-39.6,12.1,0
9:53:09 AM,6/10/2026,260610-095140-182.bin,182,0,3.07,4.356,3.069,21.616,0.18,3.28,737.9,0.63,1.67,164.8,176.2,115,0.08,177.3,25.8,2.27,26.5,,,187.7,210.2,7.41,-40.2,12.1,0
9:53:08 AM,6/10/2026,260610-095140-182.bin,182,0,3.038,4.317,3.042,21.613,0.2,4.49,737.9,0.76,1.66,165.3,176.7,115,0.08,177.8,28.4,2.49,29.1,,,187.5,210.1,7.43,-41.1,12.1,0
9:53:07 AM,6/10/2026,260610-095140-182.bin,182,0,3.05,4.322,3.045,21.761,0.23,5.49,737.9,0.77,1.91,165.7,176.7,115,0.08,177.7,30.6,2.68,31.4,,,187.6,210,7.44,-42.1,12.1,0
9:53:06 AM,6/10/2026,260610-095140-182.bin,182,0,3.039,4.283,3.018,21.904,0.32,5.3,737.9,0.77,1.93,166.3,176.7,115,0.08,177.7,33.1,2.9,34,,,187.5,209.6,7.46,-43.2,12.1,0
9:53:05 AM,6/10/2026,260610-095140-182.bin,182,0,2.996,4.254,2.997,22.076,0.35,4.97,737.9,0.86,1.77,166.5,176.4,115,0.08,177.3,35.6,3.1,36.6,,,187.5,209.2,7.49,-44.6,12,0
9:53:04 AM,6/10/2026,260610-095140-182.bin,182,0,2.975,4.221,2.974,22.224,0.31,5.48,737.9,0.95,1.8,166.6,175.9,114,0.08,176.8,38,3.3,39,,,187.6,208.5,7.51,-46,12,0
9:53:03 AM,6/10/2026,260610-095140-182.bin,182,0,2.972,4.194,2.956,22.28,0.24,5.19,737.9,0.86,1.74,166.7,175.8,114,0.08,176.7,38.9,3.38,40,,,187.4,208.1,7.53,-47,12,0
9:53:02 AM,6/10/2026,260610-095140-182.bin,182,0,2.954,4.163,2.933,22.302,0.26,4.43,737.9,0.89,1.63,166.6,175.6,114,0.08,176.5,42.8,3.72,44,,,187.1,207.8,7.55,-48.1,12,0
9:53:01 AM,6/10/2026,260610-095140-182.bin,182,0,2.918,4.144,2.92,22.302,0.34,4.55,737.9,0.89,1.69,166.5,175.5,114,0.08,176.4,46.6,4.05,47.9,,,186.9,207.4,7.57,-49.4,12,0
9:53:00 AM,6/10/2026,260610-095140-182.bin,182,0,2.903,4.127,2.908,22.317,0.37,4.89,737.9,0.76,1.77,166.5,175.5,114,0.08,176.4,54.8,4.76,56.3,,,186.9,207.1,7.59,-50.9,12,0
9:52:59 AM,6/10/2026,260610-095140-182.bin,182,0,2.906,4.101,2.89,22.362,0.48,4.91,737.9,0.77,1.69,166.6,175.5,114,0.08,176.3,57.3,4.97,58.9,,,186.8,206.6,7.62,-52.4,12,0
9:52:58 AM,6/10/2026,260610-095140-182.bin,182,0,2.875,4.077,2.873,22.488,0.46,4.96,737.9,0.78,1.72,167.1,175.5,114,0.08,176.4,64.3,5.57,66.1,,,186.7,206.1,7.64,-53.9,12,0
9:52:57 AM,6/10/2026,260610-095140-182.bin,182,0,2.867,4.047,2.852,22.596,0.56,4.53,737.9,0.82,1.63,167.6,175.6,114,0.08,176.4,70.6,6.09,72.5,,,186.4,205.6,7.67,-55.4,12,0
9:52:56 AM,6/10/2026,260610-095140-182.bin,182,0,2.834,4.008,2.825,22.89,1,4.55,737.9,0.9,1.51,168.8,175.9,114,0.08,176.6,78.6,6.72,80.7,,,186.4,205.2,7.69,-56.8,12,0
9:52:55 AM,6/10/2026,260610-095140-182.bin,182,0,2.796,3.959,2.791,23.403,2.14,6.5,737.9,1.15,1.82,170.4,175.6,114,0.08,176.1,81.4,6.92,83.7,,,186.4,204.7,7.71,-57.8,12.1,0
9:52:54 AM,6/10/2026,260610-095140-182.bin,182,0,2.787,3.949,2.784,23.544,3.17,9.65,737.9,1.32,2.1,170.6,175.4,114,0.08,175.9,83.5,7.08,85.7,,,186.5,204.5,7.73,-58.8,12.1,0
9:52:53 AM,6/10/2026,260610-095140-182.bin,182,0,2.771,3.898,2.748,23.638,3.4,11.78,737.9,1.38,2.32,170.7,175.2,114,0.08,175.7,85.2,7.21,87.5,,,186.4,204.3,7.75,-60.2,12.1,0
9:52:52 AM,6/10/2026,260610-095140-182.bin,182,0,2.721,3.856,2.718,23.745,3.47,12.35,737.9,1.37,2.4,170.9,175.1,114,0.08,175.5,87.3,7.37,89.7,,,186.4,203.8,7.78,-62.3,12.1,0
9:52:51 AM,6/10/2026,260610-095140-182.bin,182,0,2.679,3.797,2.677,23.82,3.46,13.06,737.9,1.27,2.5,171.1,175.1,114,0.08,175.5,89.1,7.52,91.6,,,186.3,203.2,7.82,-64.6,12.1,0
9:52:50 AM,6/10/2026,260610-095140-182.bin,182,0,2.67,3.785,2.668,23.842,3.4,14.57,737.9,1.35,2.67,171.4,175.3,114,0.08,175.7,90.4,7.64,92.9,,,186.3,202.4,7.87,-67.2,12.1,0
9:52:49 AM,6/10/2026,260610-095140-182.bin,182,0,2.652,3.726,2.627,23.837,3.42,15.17,737.9,1.43,2.5,171.9,175.8,114,0.08,176.2,93.7,7.91,96.3,,,186.3,201.9,7.9,-69.4,12.1,0
9:52:48 AM,6/10/2026,260610-095140-182.bin,182,0,2.602,3.691,2.602,23.926,3.57,15.11,737.9,1.41,2.6,172.4,176.1,114,0.08,176.4,98.1,8.25,100.8,,,186.3,201.7,7.92,-70.6,12.1,0
9:52:47 AM,6/10/2026,260610-095140-182.bin,182,0,2.574,3.661,2.581,24.07,3.72,15.55,737.9,1.48,2.77,172.6,175.7,114,0.08,176,105.7,8.87,108.6,,,186.4,201.3,7.95,-71.9,12.1,0
9:52:46 AM,6/10/2026,260610-095140-182.bin,182,0,2.588,3.641,2.567,24.257,3.74,16.04,737.9,1.58,2.89,173,175.5,114,0.08,175.7,108.3,9.05,111.2,,,186.4,201,7.96,-73,12.1,0
9:52:45 AM,6/10/2026,260610-095140-182.bin,182,0,2.557,3.602,2.54,24.404,3.82,15.99,737.9,1.54,3.07,173.6,175.5,114,0.08,175.7,110.2,9.19,113.2,,,186.5,200.8,7.98,-73.7,12.1,0
9:52:44 AM,6/10/2026,260610-095140-182.bin,182,0,2.52,3.57,2.517,24.494,4.29,15.56,737.9,1.52,2.9,173.7,175.4,114,0.08,175.6,111.8,9.32,114.9,,,186.7,200.6,7.99,-74.5,12.1,0
9:52:43 AM,6/10/2026,260610-095140-182.bin,182,0,2.482,3.509,2.474,24.51,4.44,15.16,737.9,1.56,2.55,174.1,175.7,114,0.08,175.9,113.2,9.43,116.2,,,186.9,200.3,8,-75.4,12.1,0
9:52:42 AM,6/10/2026,260610-095140-182.bin,182,0,2.468,3.471,2.448,24.523,4.11,13.35,737.8,1.44,2.32,174.6,176.2,115,0.08,176.4,114.9,9.57,118,,,187,199.9,8.02,-76.4,12.1,0
9:52:41 AM,6/10/2026,260610-095140-182.bin,182,0,2.436,3.433,2.421,24.586,3.65,11.21,737.9,1.29,2.12,174.9,176.3,115,0.08,176.4,116.6,9.69,119.7,,,187.1,199.6,8.04,-77.7,12.1,0
9:52:40 AM,6/10/2026,260610-095140-182.bin,182,0,2.398,3.397,2.395,24.723,3.2,10.49,737.9,1.2,2,174.9,175.7,114,0.08,175.8,118.7,9.84,122,,,187,199.1,8.07,-79.4,12.1,0
9:52:39 AM,6/10/2026,260610-095140-182.bin,182,0,2.363,3.342,2.356,24.921,2.95,10.28,737.9,1.15,2.18,175.2,175.5,114,0.08,175.5,120.7,9.97,124,,,187.1,198.2,8.11,-81.9,12.1,0
9:52:38 AM,6/10/2026,260610-095140-182.bin,182,0,2.345,3.3,2.327,25.011,2.84,10.19,737.9,1.18,2.15,176,175.9,114,0.08,175.9,123,10.15,126.4,,,187,196.9,8.18,-85.7,12.1,0
9:52:37 AM,6/10/2026,260610-095140-182.bin,182,0,2.315,3.272,2.308,25.139,2.7,10.64,737.9,1.1,1.94,176.4,175.9,114,0.08,175.9,124.5,10.24,127.9,,,187.1,196,8.25,-90,12.1,0
9:52:36 AM,6/10/2026,260610-095140-182.bin,182,0,2.295,3.249,2.291,25.307,2.57,10.52,737.9,1.02,1.95,176.7,175.5,114,0.08,175.4,125.7,10.29,129.1,,,187,195.2,8.3,-93.2,12.1,0
9:52:35 AM,6/10/2026,260610-095140-182.bin,182,0,2.263,3.172,2.237,25.636,2.44,9.8,737.9,1.22,1.93,177.1,174.9,114,0.08,174.7,126.4,10.31,129.9,,,186.9,194.4,8.33,-95,12.1,0
9:52:34 AM,6/10/2026,260610-095140-182.bin,182,0,2.185,3.084,2.175,25.758,2.35,9.8,737.8,1.26,2.01,177.6,175.1,114,0.08,174.8,127.1,10.34,130.5,,,186.9,194,8.35,-96.1,12.1,0
9:52:33 AM,6/10/2026,260610-095140-182.bin,182,0,2.161,3.061,2.159,25.901,2.14,9.84,737.9,1.07,2.02,178.3,175.3,114,0.08,175,127.9,10.37,131.4,,,186.9,193.6,8.36,-96.8,12.1,0
9:52:32 AM,6/10/2026,260610-095140-182.bin,182,0,2.148,3.018,2.129,26.101,1.88,8.61,737.9,0.92,1.79,178.8,175.1,114,0.08,174.7,127.9,10.34,131.4,,,186.9,193.4,8.37,-97.7,12.1,0
9:52:31 AM,6/10/2026,260610-095140-182.bin,182,0,2.117,3.001,2.117,26.18,1.81,7.82,737.8,0.79,1.68,178.8,174.9,114,0.08,174.4,127.7,10.32,131.2,,,186.9,193.3,8.39,-98.7,12.1,0
9:52:30 AM,6/10/2026,260610-095140-182.bin,182,0,2.093,2.961,2.088,26.216,2.03,7.62,737.9,0.81,1.78,178.7,174.6,113,0.08,174.2,127.3,10.27,130.8,,,187,193.1,8.41,-99.6,12.1,0
9:52:29 AM,6/10/2026,260610-095140-182.bin,182,0,2.09,2.938,2.073,26.338,2.16,7.97,737.9,0.8,1.81,178.7,174.3,113,0.08,173.8,127.4,10.26,130.9,,,187,192.9,8.42,-100.7,12.1,0
9:52:28 AM,6/10/2026,260610-095140-182.bin,182,0,2.055,2.878,2.03,26.44,2.22,7.84,737.9,0.78,1.74,178.8,174,113,0.08,173.4,127.4,10.24,130.9,,,186.9,192.5,8.44,-101.6,12.1,0
9:52:27 AM,6/10/2026,260610-095140-182.bin,182,0,2.004,2.837,2.001,26.573,2.05,7.11,737.9,0.84,1.77,178.7,173.5,113,0.08,173,127.2,10.2,130.7,,,186.9,192.3,8.45,-102.6,12.1,0
9:52:26 AM,6/10/2026,260610-095140-182.bin,182,0,1.966,2.771,1.955,26.687,1.7,7.15,737.9,0.87,1.9,178.8,173.2,113,0.08,172.6,127,10.16,130.5,,,187,192,8.47,-103.7,12.1,0
9:52:25 AM,6/10/2026,260610-095140-182.bin,182,0,1.956,2.747,1.938,26.867,1.84,6.67,737.9,0.8,1.77,179.2,172.9,112,0.08,172.2,126.8,10.09,130.3,,,187,191.6,8.49,-104.6,12.1,0
9:52:24 AM,6/10/2026,260610-095140-182.bin,182,0,1.929,2.696,1.902,27.292,1.83,7.13,737.9,0.85,1.81,179.6,172.1,112,0.08,171.2,127.5,10.08,131,,,186.9,191,8.49,-104.9,12.1,0
9:52:23 AM,6/10/2026,260610-095140-182.bin,182,0,1.875,2.653,1.872,27.485,1.23,6.91,737.9,0.89,1.89,179.7,171.6,112,0.08,170.7,128.5,10.13,132,,,187,190.8,8.49,-105.1,12.1,0
9:52:22 AM,6/10/2026,260610-095140-182.bin,182,0,1.845,2.589,1.827,27.613,0.72,5.71,737.9,0.83,1.69,179.8,171.2,111,0.08,170.3,129.6,10.2,133.1,,,187,190.7,8.5,-105.4,12.1,0
